Description,Rate,Titles,Vote_count,Year
Documental. Política,"6,1",Viva Zapatero! ,357 votos,2005
Thriller. Yakuza & Triada. Secuela,"6,1",Outrage 2 ,1.160 votos,2012
Drama. Biográfico. Pintura. Siglo XIX,"6,1","Van Gogh, a las puertas de la eternidad ",1.465 votos,2018
Drama. Basado en hechos reales. Biográfico. Años 50. Años 60. Años 70. Años 90. Feminismo. Drama judicial,"6,1",Una cuestión de género ,1.357 votos,2018
Documental. Comedia. ,"6,1","Daliborek, el youtuber nazi ",88 votos,2017
Terror. Intriga. Sobrenatural. Casas encantadas. Fantasmas. Posesiones/Exorcismos,"6,1",La leyenda de la casa del infierno ,1.905 votos,1973
Drama. Drogas,"6,1",More ,412 votos,1969
Drama. Musical. Biográfico. Música. Siglo XIX,"6,1",Sueño de amor ,110 votos,1960
Drama. Comedia dramática. Familia. Historias cruzadas. Secuela. Cine independiente USA. Abusos sexuales,"6,1",La vida en tiempos de guerra ,1.362 votos,2009
Comedia. Fantástico. Romance. Drama. Comedia romántica. Sobrenatural,"6,1",El cielo próximamente ,636 votos,1991
Intriga. Terror. Película de episodios,"6,1",Historias extraordinarias ,982 votos,1968
Drama. Romance. Drama de época. Homosexualidad. Alcoholismo,"6,1",Retorno a Brideshead ,2.738 votos,2008
Aventuras. Drama. Supervivencia. Años 1910-1919. Basado en hechos reales,"6,1",Nadie quiere la noche ,3.742 votos,2015
Documental. ,"6,1",Los amores difíciles ,42 votos,2012
Drama. Boxeo. SIDA. Años 80,"6,1",El acompañante ,71 votos,2015
Romance. Drama. Drama romántico,"6,1",Take This Waltz ,1.305 votos,2011
Comedia. Secuela,"6,1",Don Camilo monseñor pero no tanto ,100 votos,1961
Drama. Drama romántico. Siglo XVIII. Telefilm,"6,1",La abadía de Northanger (TV),960 votos,2007
Drama. Drama carcelario. Adolescencia,"6,1",Dog Pound (La perrera) ,2.175 votos,2010
Drama. Basado en hechos reales. Biográfico. Discapacidad. Discapacidad auditiva,"6,1",La voz del interior (Music Within) ,490 votos,2007
Drama. Periodismo. Basado en hechos reales. Años 90,"6,1",El precio de la verdad ,2.938 votos,2003
Comedia. Drama. África. Comedia dramática,"6,1",Mi tierra ,509 votos,2013
Drama. Naturaleza. Animales,"6,1",Una amistad inolvidable ,554 votos,2007
Romance. Drama. Drama romántico. Discapacidad,"6,1",Gabrielle ,547 votos,2013
Thriller. Acción. Buddy Film,"6,1",16 calles ,19.096 votos,2006
Serie de TV. Terror. ,"6,1",The Veil (Serie de TV),37 votos,1958
Drama. Thriller. Crimen. Policíaco. Abusos sexuales. Thriller psicológico,"6,1",Silencio de hielo ,1.941 votos,2010
Comedia. Secuela,"6,1",Don Camilo y el honorable Peppone (La revancha de Don Camilo) ,119 votos,1955
Documental. ,"6,1",Extranjeras ,67 votos,2003
Drama. Homosexualidad. Cine independiente USA. Inmigración,"6,1",Mala noche ,957 votos,1985
Animación. Ciencia ficción. Drama. Romance. Amistad. Aviones,"6,1",El lugar que nos prometimos ,1.212 votos,2004
Drama. Deporte. Vejez,"6,1",Vivir sin parar ,602 votos,2013
Drama. Medicina,"6,1",El doctor Arrowsmith ,430 votos,1931
Fantástico. Drama. Siglo XVIII. Surrealismo,"6,1",El afinador de terremotos ,146 votos,2005
Drama. Familia,"6,1",La casa junto al mar ,857 votos,2017
Comedia. Drama. Teatro,"6,1",Vete de mí ,3.004 votos,2006
Aventuras. Drama. Animales. Naturaleza. África. Basado en hechos reales,"6,1",Nacida libre ,945 votos,1966
Documental. Documental sobre música. Mediometraje,"6,1",Petey & Ginger ,31 votos,2012
Documental. ,"6,1",Señora de ,39 votos,2010
Aventuras. ,"6,1","Yo, Viernes ",219 votos,1975
Intriga. Terror. Ciencia ficción. Casas encantadas. Familia,"6,1",La casa del fin de los tiempos ,1.862 votos,2013
Drama. Inmigración,"6,1",Malas temporadas ,2.152 votos,2005
Drama. Comedia. Familia. Cine independiente USA,"6,1",Junebug ,2.004 votos,2005
Drama. Biográfico. Años 60. Años 70,"6,1",Factory Girl ,2.322 votos,2006
Drama. Comedia. Comedia dramática. Amistad. Enfermedad,"6,1",Miss you already (Ya te extraño) ,1.193 votos,2015
Drama. Fantástico. Adolescencia. Transexualidad / transgénero. Acoso escolar,"6,1",Girls Lost ,136 votos,2015
Drama. Homosexualidad,"6,1",Défense d'aimer ,48 votos,2002
Drama. Western. Vida rural (Norteamérica),"6,1",Llega un jinete libre y salvaje ,483 votos,1978
Drama. Drogas. Cine independiente USA,"6,1",Spun ,6.329 votos,2002
Drama. Adolescencia. Amistad. Drama psicológico,"6,1",Girlhood ,1.729 votos,2014
Comedia. Romance. Comedia romántica,"6,1",No soy ningún ángel ,270 votos,1933
Drama. Romance. Comedia. Familia. Comedia dramática,"6,1",Las partículas elementales ,1.711 votos,2006
Documental. Dinosaurios. 3-D. Mediometraje,"6,1",Dinosaurios: Gigantes de la Patagonia ,82 votos,2007
Drama. Basado en hechos reales. Biográfico. Baile. Ballet,"6,1",El bailarín del desierto ,550 votos,2015
Drama. ,"6,1",La carta ,296 votos,1999
Drama. Música,"6,1",El silencio antes de Bach ,1.071 votos,2007
Drama. Familia. Transexualidad / transgénero,"6,1",52 martes ,364 votos,2013
Drama. ,"6,1",Una mujer sin amor ,440 votos,1952
Drama. ,"6,1","Hedi, un viento de libertad ",466 votos,2016
Comedia. Comedia negra. Drogas. Religión. Sátira,"6,1",Entre tinieblas ,5.978 votos,1983
Drama. Histórico. Años 1910-1919,"6,1",Atentado: El día que cambió al mundo ,42 votos,1975
Drama. Homosexualidad. SIDA,"6,1",Spinnin' ,210 votos,2007
Drama. Romance. Comedia. Historias cruzadas,"6,1",Caricias ,1.177 votos,1998
Drama. Animales. Homosexualidad,"6,1",Tomcat ,59 votos,2016
Drama. ,"6,1",La educación de las hadas ,6.082 votos,2006
Comedia. ,"6,1",Las joyas de la familia ,393 votos,1965
Drama. Biográfico. Años 30. Nazismo. II Guerra Mundial,"6,1",13 minutos para matar a Hitler ,2.340 votos,2015
Drama. II Guerra Mundial,"6,1",Los clandestinos de Asís ,86 votos,1985
Drama. Familia. Mafia,"6,1","Calabria, mafia del sur ",2.245 votos,2014
Comedia. Drama. Romance. Homosexualidad. Comedia dramática. Familia,"6,1",Como los demás ,1.757 votos,2008
Documental. Musical. ,"6,1",El Gran Gato ,138 votos,2002
Comedia. Comedia negra,"6,1",Los aprendices ,104 votos,1995
Terror. Thriller. Drama. Thriller psicológico. Gore. Película de culto. Erótico,"6,1",Anticristo ,23.740 votos,2009
Drama. Romance. Familia. Drama romántico. Comedia dramática,"6,1",Una mujer difícil ,2.607 votos,2004
Ciencia ficción. Acción. Futuro postapocalíptico. Distopía. Película de culto,"6,1",1997: Rescate en Nueva York ,27.669 votos,1981
Drama. Romance. Amistad. Cine independiente USA. Colegios & Universidad,"6,1",Conocimiento carnal ,736 votos,1971
Comedia. ,"6,1",Las hermanas enfadadas ,560 votos,2004
Documental. Teatro,"6,1",Màscares (Máscaras) ,160 votos,2009
Drama. Basado en hechos reales. Años 80,"6,1",Guardián y verdugo ,673 votos,2016
Comedia. Drama. Comedia absurda. Comedia dramática. Comedia negra,"6,1",Una paloma se posó en una rama a reflexionar sobre la existencia ,2.405 votos,2014
Drama. Histórico. Cine épico. Pintura,"6,1",El molino y la cruz ,1.087 votos,2011
Terror. Drama. ,"6,1",El grito ,598 votos,1978
Acción. Crimen. Mafia,"6,1",Lucky Luciano ,272 votos,1973
Drama. Teatro,"6,1",Nací para ti ,55 votos,1958
Comedia. Bélico. Sátira. Guerra Fría,"6,1",Un golpe de gracia ,376 votos,1959
Comedia. Musical. Adopción,"6,1",Yo soy el padre y la madre ,156 votos,1958
Drama. ,"6,1",Pasión que redime ,184 votos,1947
Bélico. II Guerra Mundial. África,"6,1",Tobruk ,965 votos,1967
Comedia. Fantástico. Fantasmas,"6,1",Fantasmas en Roma ,168 votos,1961
Fantástico. Aventuras. Siglo XIX,"6,1",La isla misteriosa ,999 votos,1961
Intriga. Cine negro. ,"6,1",De repente ,998 votos,1954
Comedia. Drama. Romance. Comedia dramática. Drama romántico. Homosexualidad. Amistad. Familia,"6,1",Una chica de Brooklyn (Appropriate Behaviour) ,339 votos,2014
Thriller. Drama. Drama psicológico. Basado en hechos reales. Cine independiente USA,"6,1",Compliance ,2.572 votos,2012
Bélico. II Guerra Mundial,"6,1",Puente de mando ,142 votos,1949
Terror. Ciencia ficción. Fantástico. Monstruos. Comedia de terror. Zombis. Slasher. Película de culto,"6,1",La cabaña en el bosque ,29.630 votos,2012
Drama. Romance. Comedia. Drama romántico. Comedia dramática,"6,1",Three ,879 votos,2010
Thriller. Drama. Vejez. Drogas. Venganza,"6,1",Harry Brown ,4.211 votos,2009
Drama. Aventuras. ,"6,1",La muerte en este jardín ,595 votos,1956
Comedia. Romance. Comedia romántica. II Guerra Mundial. Nazismo,"6,1",Hubo una luna de miel ,512 votos,1942
Documental. Pintura,"6,1",El gran museo ,97 votos,2014
Thriller. Intriga. ,"6,1",Trágica obsesión ,107 votos,1951
Drama. Policíaco,"6,1",Una segunda oportunidad ,1.213 votos,2014
Terror. Asesinos en serie,"6,1",Diario de un loco ,120 votos,1963
Drama. Biográfico. Siglo XIX. Pintura,"6,1",Van Gogh (Vincent y Theo) ,391 votos,1990
Thriller. Drama. Venganza,"6,1",Tu hijo ,5.057 votos,2018
Acción. Drama. Thriller. Crimen. Blaxploitation,"6,1",Coffy ,612 votos,1973
Thriller. Drama. 11-S,"6,1",El fundamentalista reticente ,838 votos,2012
Documental. Cocina,"6,1",Sushi: The Global Catch ,41 votos,2011
Comedia. Cine familiar. Circo. Música. Sketches. Telefilm,"6,1",Zafarrancho en el circo (Parade) (TV),205 votos,1974
Bélico. Acción. Aventuras. II Guerra Mundial. Espionaje,"6,1",Triple Cross - La verdadera historia de Eddie Chapman ,513 votos,1966
Thriller. Drama. Crimen,"6,1",Armas para el caribe ,62 votos,1965
Fantástico. Aventuras. Ciencia ficción. Cine mudo. Submarinos,"6,1",20.000 leguas de viaje submarino ,155 votos,1916
Aventuras. Thriller. Naturaleza. Caza. Basado en hechos reales. Años 30,"6,1",Caza salvaje ,839 votos,1981
Ciencia ficción. Terror. Dinosaurios. Serie B. Monstruos. Stop Motion,"6,1",El monstruo de los tiempos remotos ,571 votos,1953
Documental. Drama social. África. Inmigración,"6,1",Las lágrimas de África ,52 votos,2015
Comedia. Drama. ,"6,1",El viaje del director de Recursos Humanos ,375 votos,2010
Intriga. Crimen. Años 20. Telefilm,"6,1",Agatha Christie - Matrimonio de sabuesos: El misterioso señor Brown (TV),63 votos,1983
Comedia. Drama. Drama de época. Biográfico. Siglo XVII,"6,1",Las aventuras amorosas del joven Molière ,930 votos,2007
Comedia. Drama. Romance. Drogas. Adolescencia,"6,1",Las reglas del juego ,7.039 votos,2002
Comedia. Drama. Romance. Historias cruzadas. Cine independiente USA,"6,1",HappyThankYouMorePlease ,8.983 votos,2010
Documental. ,"6,1",La mentira verde ,43 votos,2018
Comedia. Drama. Falso documental. Familia,"6,1",Carmina o revienta. ,20.497 votos,2012
Thriller. Acción. Drama. Biográfico. Espionaje. Basado en hechos reales. Guerra de Iraq. Política,"6,1",Caza a la espía (Fair Game) ,8.411 votos,2010
Drama. Histórico,"6,1",Cabalgata ,413 votos,1933
Drama. Basado en hechos reales. Histórico. Años 1910-1919. Enfermedad,"6,1",Camille Claudel 1915 ,993 votos,2013
Western. ,"6,1",El camino de la venganza ,702 votos,1968
Comedia. Crimen. Robos & Atracos,"6,1",Arreglo de cuentas en San Genaro ,200 votos,1966
Drama. Cine experimental,"6,1",Nocturno 29 ,156 votos,1968
Drama. Drama psicológico. Medicina,"6,1",Alps ,3.406 votos,2011
Aventuras. Fantástico. ,"6,1","She, la diosa del fuego ",190 votos,1935
Drama. Comedia. Road Movie. Música. Holocausto,"6,1",Un lugar donde quedarse ,5.810 votos,2011
Romance. Drama. Drama romántico. Drama de época. Siglo XIX,"6,1",Bright Star ,2.716 votos,2009
Drama. Familia,"6,1",Happy End ,2.864 votos,2017
Acción. Thriller. Neo-noir. Policíaco,"6,1",El derecho a matar ,147 votos,1980
Drama. Drama de época. Siglo XIX. Telefilm,"6,1",David Copperfield (TV),34 votos,1969
Serie de TV. Thriller. Drama. Miniserie de TV. Basado en hechos reales. Asesinos en serie. Años 40. Histórico,"6,1",El estrangulador de Rillington Place (Miniserie de TV),343 votos,2016
Drama. ,"6,1",American Buffalo ,1.075 votos,1996
Aventuras. Drama. Siglo XVII,"6,1",La mujer bandido ,105 votos,1945
Drama. Adopción,"6,1",La vergüenza ,1.945 votos,2009
Drama. Drama carcelario,"6,1",San Quentin ,213 votos,1937
Animación. Drama. Romance. Aventuras marinas. Cine experimental. Animación para adultos. Pintura,"6,1",De profundis ,844 votos,2006
Drama. ,"6,1",Dear Dictator ,36 votos,2014
Intriga. Sherlock Holmes. Crimen. Robos & Atracos. Mediometraje,"6,1",Terror en la noche ,620 votos,1946
Bélico. Drama. II Guerra Mundial. Melodrama,"6,1",Cenizas bajo el sol ,268 votos,1958
Terror. Intriga. Remake. Siglo XV,"6,1",La torre de Londres ,245 votos,1962
Thriller. Crimen,"6,1",Reykjavík-Rotterdam ,1.190 votos,2008
Intriga. Thriller. Policíaco,"6,1",El cuerpo de mi enemigo ,62 votos,1976
Fantástico. Cine dentro del cine. Cine experimental. Cortometraje,"6,1",Estereoscopía (C),62 votos,2011
Documental. ,"6,1",Nunca es tan oscuro (Mai és tan fosc) ,50 votos,2014
Drama. ,"6,1",Ciudad en celo ,723 votos,2006
Terror. Thriller. Drama. Thriller psicológico. Secuestros / Desapariciones,"6,1",Secuestrados ,9.846 votos,2010
Drama. ,"6,1",A Electra le sienta bien el luto ,51 votos,1947
Cine negro. Intriga. Policíaco. Crimen. Navidad. Cine experimental,"6,1",La dama del lago ,625 votos,1946
Intriga. Drama. Thriller. Sherlock Holmes,"6,1",El caso de los dedos cortados (Sherlock Holmes y la mujer de verde) ,523 votos,1945
Drama. Siglo XIX. Deporte. Fútbol. Basado en hechos reales,"6,1",Unidos por un sueño ,1.272 votos,2011
Drama. ,"6,1",El Mesías ,117 votos,1975
Drama. II Guerra Mundial,"6,1",En tránsito ,653 votos,2018
Drama. Crimen. Años 60,"6,1",Kim Novak nunca estuvo aquí ,92 votos,2005
Drama. Vida rural. Cine experimental,"6,1",Post Tenebras Lux ,1.192 votos,2012
Comedia. Drama. Comedia negra. Comedia dramática. Colegios & Universidad,"6,1",El mejor padre del mundo ,2.510 votos,2009
Drama. Inmigración. Pesca,"6,1",Terraferma ,1.020 votos,2011
Documental. Religión,"6,1","Jesus, You Know ",68 votos,2003
Drama. Comedia. Fantástico. Mumblecore. Teatro,"6,1",Marisa en los bosques ,123 votos,2017
Documental. ,"6,1",La doble vida del faquir ,137 votos,2005
Romance. Drama. Drama romántico. Adolescencia. Baile. Años 60. Música,"6,1",Dirty Dancing ,72.576 votos,1987
Drama. Años 30. Trabajo/empleo,"6,1",F.I.S.T.: Símbolo de fuerza ,1.708 votos,1978
Documental. Documental sobre cine. Mediometraje. Telefilm,"6,1",Habitación 666 (TV),359 votos,1982
Thriller. Road Movie,"6,1",Autostop sangriento ,83 votos,1977
Drama. Telefilm. Biográfico. Histórico,"6,1",13 días de octubre (TV),194 votos,2015
Drama. Inmigración. África,"6,1",Querida Bamako ,56 votos,2007
Comedia. Drama. Crimen,"6,1",Río arriba ,211 votos,1930
Bélico. II Guerra Mundial. Submarinos,"6,1",La guerra de Murphy ,440 votos,1971
Drama. Años 70,"6,1",La máquina de pintar nubes ,143 votos,2009
Animación. Drama. Cortometraje (animación),"6,1",Tord och Tord (C),43 votos,2010
Thriller. Prostitución,"6,1",Kinatay ,302 votos,2009
Comedia. Drama. Cortometraje,"6,1",Meritocracia (C),72 votos,1991
Thriller. Drama. ,"6,1",Perder es cuestión de método ,853 votos,2005
Comedia. Fútbol,"6,1",La gran final ,988 votos,2006
Drama. Años 90. Adolescencia,"6,1",Tarde para morir joven ,192 votos,2018
Comedia. Drama. Coches / Automovilismo. Comedia dramática. Historias cruzadas. Familia. Celos,"6,1",El gran atasco ,519 votos,1979
Drama. ,"6,1",Ave del paraíso ,196 votos,1932
Drama. Erótico. Prostitución. Homosexualidad. Cine independiente USA. Película de culto. Cine experimental,"6,1",Pink Narcissus ,151 votos,1971
Drama. Homosexualidad. Prostitución,"6,1",Amigo amado (Amic/Amat) ,1.375 votos,1999
Drama. Pintura. Amistad. Adolescencia,"6,1",Los hongos ,247 votos,2014
Drama. Biográfico. Religión. Histórico. Política,"6,1",Popieluszko. La libertad está en nosotros ,171 votos,2009
Drama. ,"6,1",La fiebre del loco ,346 votos,2001
Documental. Crimen. Abusos sexuales,"6,1",Nagore ,190 votos,2010
Drama. Documental. Transexualidad / transgénero,"6,1",Naomi Campbel ,80 votos,2013
Documental. Documental sobre cine,"6,1",Writing Heads: Hablan los guionistas ,112 votos,2013
Comedia. Romance. Comedia romántica,"6,1",Corazón de León ,2.587 votos,2013
Drama. Romance. Prostitución. Homosexualidad. Drama social. Fútbol,"6,1",La partida ,522 votos,2013
Aventuras. Infantil. Surrealismo. Trenes/Metros,"6,1",El emperador del Perú ,50 votos,1982
Comedia. Años 60. Inmigración,"6,1",Las chicas de la 6ª planta ,4.576 votos,2010
Drama. Historias cruzadas. Familia. Drama social,"6,1",Mamut ,2.142 votos,2009
Drama. Crimen. Prostitución. Basado en hechos reales,"6,1",La calle de la amargura ,260 votos,2015
Comedia. Drama. Romance. Comedia dramática,"6,1",Lazo sagrado ,574 votos,1939
Drama. Discapacidad. Autismo. Familia,"6,1",La vida de Anna ,53 votos,2016
Documental. Cocina,"6,1",Cooking Up a Tribute ,54 votos,2015
Ciencia ficción. Comedia. Drama. Falso documental. Monstruos. Superhéroes,"6,1",Big Man Japan ,759 votos,2007
Terror. Thriller. Crimen. Asesinos en serie. Siglo XIX. Serie B,"6,1",Barba Azul ,326 votos,1944
Intriga. Thriller. Terror. Giallo. Policíaco. Drama psicológico. Película de culto,"6,1",Una lagartija con piel de mujer ,345 votos,1971
Documental. Documental sobre música,"6,1",Maria Bethânia: Música y Perfume ,55 votos,2005
Drama. Fantástico. Fantasmas. Familia,"6,1",Nagasaki: Recuerdos de mi hijo ,315 votos,2015
Thriller. Drama. Surrealismo,"6,1",Animals ,112 votos,2017
Animación. Fantástico. Comedia. Infantil. Navidad,"6,1",El aprendiz de Papá Noel ,56 votos,2010
Ciencia ficción. Fantástico. ,"6,1",El unicornio ,958 votos,1975
Drama. Sátira. Televisión,"6,1",Un juego de inteligencia ,1.915 votos,2007
Drama. Remake,"6,1",Interview ,2.594 votos,2007
Comedia. Drama. Comedia dramática. Vejez,"6,0",¿Y si vivimos todos juntos? ,1.312 votos,2011
Drama. Drama psicológico. Racismo,"6,0",La clave de la cuestión  ,81 votos,1962
Comedia. Cine mudo. Ejército,"6,0",Escurrir el bulto ,163 votos,1928
Animación. Fantástico. Comedia. Musical. Años 1910-1919. Monstruos. 3-D,"6,0",Un monstruo en París ,1.284 votos,2011
Thriller. Intriga. ,"6,0",Inspector Wallander: Pisando los talones ,144 votos,2005
Aventuras. Comedia. ,"6,0",La burla del diablo ,1.853 votos,1953
Comedia. Crimen. Comedia negra,"6,0",Una chica tan decente como yo ,950 votos,1972
Drama. ,"6,0",Un alma libre ,106 votos,1931
Documental. Crimen. Mediometraje,"6,0",Vida y muerte de un arquitecto ,64 votos,2017
Thriller. Mafia. Crimen. Cine independiente USA,"6,0",Carne viva ,542 votos,1972
Drama. Romance. Política. Película de episodios,"6,0",Amor y rabia ,217 votos,1969
Drama. Romance. Remake,"6,0",Lolita ,10.081 votos,1997
Drama. ,"6,0",Le Quattro Volte ,656 votos,2010
Drama. Bélico. Periodismo,"6,0",Thank You for Bombing ,44 votos,2015
Intriga. Drama. Familia. Mafia,"6,0",Turín negro ,44 votos,1972
Ciencia ficción. Acción. Terror. Comedia de terror. Extraterrestres,"6,0",Attack The Block ,17.887 votos,2011
Drama. Acción. Biográfico. Deporte. Boxeo. Años 70. Años 80,"6,0",Manos de Piedra ,796 votos,2016
Serie de TV. Animación. Aventuras. Infantil. ,"6,0",Don Quijote de la Mancha (Serie de TV),5.669 votos,1978
Comedia. Años 90,"6,0",Nada que declarar ,5.357 votos,2010
Ciencia ficción. Drama. ,"6,0",Éstos son los condenados ,286 votos,1963
Romance. Drama. Drama romántico. Vejez,"6,0",Le Week-End ,2.582 votos,2013
