Description,Rate,Titles,Year
Drama. Comedia negra. Trabajo/empleo,"4,9",Free Range ,2013
Comedia. Drama. Documental. ,"4,9",Pepón es guay (El documental entre paréntesis) ,2012
Drama. Vida rural. Enfermedad,"4,9",Pozoamargo ,2015
Intriga. Crimen,"4,9",Las flores del diablo ,1966
Thriller. Terror. Tiburones. Animales. Naturaleza. Supervivencia. Basado en hechos reales,"4,9",El arrecife ,2010
Aventuras. Drama. Biográfico. Siglo XIX. Supervivencia,"4,9",Tasmania ,2009
Thriller. Ciencia ficción. Acción. Terror. Futuro postapocalíptico. Gore. Policíaco. Monstruos. Buddy Film,"4,9",Segundo sangriento ,1992
Bélico. Drama. II Guerra Mundial. Ejército. Biográfico. Secuela. Telefilm,"4,9",Los últimos días de Patton (TV),1986
Drama. Intriga. ,"4,9",El corredor nocturno ,2009
Drama. Drama romántico. Pintura. Adolescencia,"4,9",Castillos de cartón ,2009
Thriller. Terror. Adopción,"4,9",Dictado ,2012
Drama. Mediometraje,"4,9",Pueblo ,2014
Comedia. Aventuras. Piratas. Comedia absurda,"4,9",Los desmadrados piratas de Barba Amarilla ,1983
Comedia. Ciencia ficción. Extraterrestres,"4,9",Absolutamente todo ,2015
Drama. Musical. Romance. Erótico,"4,9",Nueve canciones ,2004
Drama. II Guerra Mundial. Años 40,"4,9",La primavera de Christine ,2016
Aventuras. Robos & Atracos. Piratas. Aventuras marinas,"4,9",Asalto al Queen Mary ,1966
Drama. Road Movie,"4,9",Las olas ,2011
Terror. Slasher. Asesinos en serie. Colegios & Universidad,"4,9",Prom Night. Llamadas de terror ,1980
Drama. ,"4,9",Una vez no basta ,1975
Bélico. Drama. Terror. Guerra de Vietnam,"4,9",Combat Shock ,1984
Aventuras. Siglo XIII. Biográfico,"4,9",La conquista de un imperio ,1965
Western. Acción. Drama. Biográfico. Crimen,"4,9",La leyenda de Ben Hall ,2017
Fantástico. Terror. Drama. Erótico. Animales. Surrealismo,"4,9",La bestia ,1975
Romance. Comedia. Drama. Comedia dramática. Drama romántico. Comedia romántica,"4,9",Sólo para adultos ,1980
Romance. Comedia. Comedia romántica,"4,9",Una relación abierta ,2017
Aventuras. Drama. Siglo XIII,"4,9",El guardián de la reliquia ,2017
Thriller. Asesinos en serie. Cine dentro del cine,"4,9",The Ungodly (Inhumano) ,2006
Drama. Adolescencia. Homosexualidad. Prostitución,"4,9",Garçon stupide ,2004
Aventuras. Siglo XIX,"4,9",Motín ,1952
Documental. ,"4,9",Escuchando al juez Garzón ,2011
Comedia. Prostitución,"4,9",Delicias holandesas ,1971
Terror. Thriller. Remake. Casas encantadas,"4,8",Silent House ,2011
Drama. Romance. ,"4,8",Enxaneta ,2011
Ciencia ficción. Terror. Animales. Arañas. Insectos,"4,8",Tarántula ,1977
Documental. ,"4,8",Sueños de sal ,2015
Thriller. Thriller psicológico,"4,8",Voces en la noche ,2006
Thriller. Acción. Caza. Vida rural (Norteamérica),"4,8",Atrapado ,1982
Terror. Comedia. Drama. Zombis. Homosexualidad. Erótico. Cine dentro del cine. Película de culto,"4,8",Otto; or Up with Dead People ,2008
Drama. Romance. Biográfico. Histórico. Biblia,"4,8","El rey cruel (Herodes, el rey cruel) ",1959
Terror. Intriga. Crimen,"4,8",Noche infernal ,1973
Terror. Infancia. Asesinos en serie. Slasher,"4,8",Cumpleaños sangriento ,1981
Thriller. Drama. Robos & Atracos,"4,8",El falsificador ,2014
Romance. Comedia. Comedia romántica. Moda,"4,8",Cita en París ,1966
Intriga. ,"4,8",Desvío al paraíso ,1994
Aventuras. Comedia. Drama. Comedia dramática. Road Movie. Amistad,"4,8",Una banda de dos ,1987
Comedia. Comedia absurda. Espionaje,"4,8","Lily, la tigresa ",1966
Comedia. Romance. Comedia romántica. Secuela. Película de episodios,"4,8",Manuale d'amore 3. Las edades del amor ,2011
Comedia. Amistad. Literatura,"4,8",Book Club ,2018
Drama. Road Movie,"4,8",Desierto sur ,2007
Comedia. Drama. Familia. Racismo,"4,8",Bienvenidos a Alemania ,2016
Acción. Siglo XVII. Cine épico. Artes marciales,"4,8",Siete espadas ,2005
Comedia. Aventuras. África. Parodia,"4,8",Las minas del rey Salmonete ,1949
Thriller. Romance. Drama. Magia,"4,8",El último gran mago ,2007
Documental. Política,"4,8",L'endemà ,2014
Aventuras. Acción. ,"4,8",La gran aventura de Tarzán ,1959
Ciencia ficción. Acción. Zombis. Viajes en el tiempo,"4,8",Guardianes del futuro (Trancers) ,1985
Drama. ,"4,8",Viaje a Nara ,2018
Drama. Homosexualidad,"4,8",El despertar del amor ,2005
Drama. Romance. Homosexualidad,"4,8",El sexo de los ángeles ,2011
Drama. Comedia. Juego. Póker,"4,8",Deal ,2008
Musical. Ópera,"4,8",Aida ,1953
Drama. ,"4,8",Pradolongo ,2008
Drama. ,"4,8",Semilla de maldad (Tender Son) ,2010
Comedia. ,"4,8","Por favor, no molesten ",1965
Romance. Comedia. Comedia romántica,"4,8",Mis últimas cinco novias ,2009
Romance. Drama. Drama romántico. Amistad,"4,8",4 Lovers (Four Lovers) ,2010
Comedia. Romance. ,"4,8",Encontrados en NYC ,2013
Thriller. Submarinismo. Submarinos,"4,8",Presión ,2015
Terror. Sobrenatural. Manga. J-Horror. Live-Action,"4,8",Premonition ,2004
Drama. Historias cruzadas,"4,8",Animales heridos ,2006
Drama. Biográfico. Ópera,"4,8",Casanova Variations ,2014
Drama. Intriga. Terror. Drama psicológico,"4,8",Hotel ,2004
Romance. Comedia. Comedia romántica,"4,8",El mejor día de mi vida ,2005
Ciencia ficción. Viajes en el tiempo. Doctor Who,"4,8",Doctor Who y los Daleks ,1965
Comedia. ,"4,8","Shevernatze, una epopeya marcha atrás ",2007
Drama. ,"4,8",La estación del olvido ,2009
Drama. Adolescencia. Discapacidad. Acoso escolar. Matemáticas,"4,8",La soledad de los números primos ,2010
Thriller. Intriga. Policíaco,"4,8",Giro inesperado ,2004
Comedia. Drama. ,"4,8",Divorcio a la finlandesa ,2009
Drama. ,"4,8",Las manos vacías ,2003
Comedia. ,"4,8",Suspiros de España (y Portugal) ,1994
Comedia. Sketches,"4,8",Como todas las mañanas ,2013
Aventuras. Drama. Siglo XIX. Histórico. Biográfico,"4,8","Bolívar, el hombre de las dificultades ",2013
Drama. Infancia. Colonialismo,"4,8",Bloody Beans (Alubias rojas) ,2013
Comedia. Drama. Romance. Cine independiente USA,"4,8",The Longest Week ,2014
Western. ,"4,8",La leyenda de Bill Doolin ,1981
Comedia. Película de episodios. Drogas. Artes marciales,"4,8",Smoking Club (129 normas) ,2017
Ciencia ficción. Monstruos. Simios,"4,8",King Kong escapa ,1967
Terror. Fantástico. Monstruos. Dragones,"4,8",La serpiente voladora ,1982
Thriller. ,"4,8",La cara oculta de la luna ,2015
Comedia. Crimen,"4,8",Una cosa por otra ,2010
Drama. Comedia. Romance. Juego,"4,8",La suerte en tus manos ,2012
Thriller. ,"4,8",El poder del fuego ,1979
Drama. ,"4,8",Buscando a Eimish ,2012
Comedia. Fantástico. Marionetas. Policíaco. Comedia negra,"4,8",¿Quién está matando a los moñecos? ,2018
Comedia. Drama. Comedia dramática. Familia. Remake,"4,8",El hombre más enfadado de Brooklyn ,2014
Thriller. Crimen. Robos & Atracos,"4,8",The Code ,2009
Drama. ,"4,8",La aventura de los águilas rojas ,2006
Terror. Intriga. ,"4,8",No-Do ,2009
Comedia. Homosexualidad. Sátira. Cine independiente USA,"4,8",All the Rage ,1997
Drama. 3-D,"4,8",Todo saldrá bien ,2015
Aventuras. ,"4,8",La legión del desierto ,1953
Ciencia ficción. Acción. Secuela. Futuro postapocalíptico,"4,8",Fuga del Bronx (Los guerreros del Bronx 2) ,1983
Intriga. Thriller. ,"4,8",Aurora boreal ,2007
Drama. Comedia. ,"4,8",El club de los suicidas ,2007
Terror. Cocodrilos,"4,8",Trampa mortal ,1976
Drama. Romance. Homosexualidad. Drama romántico,"4,7",El cielo dividido ,2006
Acción. Thriller. Terrorismo,"4,7",La noche del lobo ,2008
Ciencia ficción. Thriller. Terror. Aventura espacial. Supervivencia. Zombis,"4,7",Los últimos días en Marte ,2013
Acción. Thriller. ,"4,7",Persecución al límite ,2016
Drama. Moda,"4,7",Rage ,2009
Drama. ,"4,7",La vida interior de Martin Frost ,2007
Romance. Comedia. Comedia romántica,"4,7",Hasta que la ley nos separe ,2004
Comedia. Comedia negra,"4,7",Extract ,2009
Comedia. Romance. Comedia romántica,"4,7",Hombres contra mujeres ,2010
Comedia. Biográfico,"4,7",Family Tour ,2013
Ciencia ficción. Aventuras. Comedia. Extraterrestres,"4,7",Las aventuras de Buckaroo Banzai a través de la octava dimensión ,1984
Comedia. Thriller. Policíaco,"4,7",Investigación policial ,2013
Drama. Siglo XIX. Histórico,"4,7",Stella Cadente (Estrella fugaz) ,2014
Terror. Ciencia ficción. ,"4,7",Granja maldita ,1987
Comedia. Thriller. Cómic,"4,7","Modesty Blaise, superagente femenino ",1966
Drama. ,"4,7",El cumpleaños de Ariane ,2014
Acción. Fantástico. Manga. Live-Action,"4,7",JoJo’s Bizarre Adventure: Diamond is Unbreakable ,2017
Drama. ,"4,7",Mientras ellas duermen ,2016
Comedia. Religión,"4,7",Bendita locura ,2018
Drama. Inmigración,"4,7",Naufragio ,2010
Comedia. ,"4,7",Adiós con el corazón ,1999
Western. Comedia. ,"4,7",Tres sargentos ,1962
Western. Guerra de Secesión,"4,7",Cinco pistolas ,1955
Musical. Romance. ,"4,7",Mr. Imperium ,1951
Bélico. II Guerra Mundial. Basado en hechos reales,"4,7",Tiempo de héroes ,2011
Comedia. Acción. Espionaje,"4,7",El espía que me plantó ,2018
Ciencia ficción. Fantástico. Terror. Zombis,"4,7",La hora fría ,2006
Comedia. ,"4,7",Desechos ,2010
Aventuras. Fantástico. Cine familiar. 3-D,"4,7",El inventor de juegos ,2014
Acción. Thriller. Conflicto árabe-israelí,"4,7",El árabe ,1976
Aventuras. Fantástico. ,"4,7",El reino de Dunark ,2015
Comedia. Cine experimental. Mediometraje. Comedia negra,"4,7",Searching for Meritxell ,2015
Terror. Sobrenatural. Casas encantadas. Halloween. Gore,"4,7",La noche de los demonios ,1988
Drama. Enfermedad,"4,7",Cuando yo no esté ,2016
Drama. Romance. Enfermedad. Basado en hechos reales. Telefilm,"4,7",El chico de la burbuja de plástico (TV),1976
Comedia. Robos & Atracos,"4,7","El loco, loco asalto a un banco ",1974
Drama. Erótico. II Guerra Mundial. Prostitución,"4,7",Salon Kitty ,1976
Terror. Slasher,"4,7",Campamento sangriento ,1983
Terror. Thriller. Sobrenatural. Casas encantadas. Posesiones/Exorcismos. Siglo XIX,"4,7",Maleficio (An American Haunting) ,2006
Drama. ,"4,7",Agua fría de mar ,2009
Fantástico. Aventuras. Terror. Acción. Brujería. Cuentos. 3-D,"4,7",Hansel y Gretel: Cazadores de brujas ,2013
Drama. Drama psicológico. Road Movie. Crisis económica 2008,"4,7",Cosmopolis ,2012
Comedia. ,"4,7","Aquí te pillo, aquí te mato ",1990
Serie de TV. Ciencia ficción. Acción. Miniserie de TV. Videojuego. Serie Online,"4,7",Halo: Nightfall (Miniserie de TV),2014
Aventuras. Cine familiar,"4,7",Operación Ártico ,2014
Aventuras. ,"4,7",Hielo verde ,1981
Comedia. ,"4,7",Puta y amada ,2018
Romance. Comedia. Cine dentro del cine. Comedia romántica,"4,7",Me casé con un boludo ,2016
Acción. Secuela. Venganza,"4,7",Yo soy la justicia ,1981
Comedia. Comedia negra. Crisis económica 2008. Secuestros / Desapariciones. Sátira,"4,7",Murieron por encima de sus posibilidades ,2014
Romance. Drama. Erótico. Drama romántico. Drama psicológico,"4,7",Lie With Me. El diario intimo de Leila ,2005
Ciencia ficción. Aventuras. Prehistoria. Secuela,"4,7",Viaje al mundo perdido ,1977
Terror. Slasher,"4,7",Slaughterhouse (El Matadero) ,1987
Comedia. Familia. Remake,"4,7",Vacaciones con mamá ,2018
Drama. Romance. Adolescencia. Amistad. Erótico,"4,7",Bang Gang: Una historia de amor moderna ,2015
Romance. Comedia. Comedia romántica. Cocina,"4,7",Amor en su punto ,2013
Drama. Colegios & Universidad. Acoso escolar,"4,7",Bullying ,2009
Romance. Comedia. Comedia romántica,"4,7",7 minutos ,2009
Comedia. Musical. Fantástico. Extraterrestres. Homosexualidad,"4,7",La maldita primavera ,2017
Drama. Histórico. Años 50,"4,7",Caracremada ,2010
Thriller. Drama. ,"4,7",Kinjite: prohibido en occidente ,1989
Drama. ,"4,6",Boris sin Béatrice ,2016
Drama. ,"4,6",Una rosa de Francia ,2005
Drama. ,"4,6",Aita ,2009
Comedia. ,"4,6",Diario de un ejecutivo agresivo ,2006
Acción. Drama. Thriller. Robos & Atracos,"4,6",En la estela de la noche  ,2009
Intriga. Fantástico. Sobrenatural,"4,6",Blackwood ,2018
Fantástico. Drama. Fantasía medieval. Espada y brujería. Magia,"4,6",La espada mágica ,1962
Comedia. Colegios & Universidad. Cine independiente USA,"4,6",La conspiración (El asesino) ,2008
Aventuras. Acción. Romance. Drama. Intriga. Crimen. Robos & Atracos,"4,6",Arsène Lupin ,2004
Thriller. Mafia. Secuestros / Desapariciones. Crimen. Drogas,"4,6",El mal que hacen los hombres ,2015
Animación. Infantil. Aventuras. Comedia. Piratas,"4,6",Leo Da Vinci: Misión Mona Lisa ,2018
Thriller. Intriga. Acción. Trenes/Metros,"4,6",El último pasajero ,2013
Comedia. Drama. Romance. Teatro. Realismo mágico. Trenes/Metros,"4,6",Oviedo Express ,2007
Infantil. Remake,"4,6",Las aventuras de los cinco ,2012
Drama. ,"4,6",Foxes (Zorras) ,1980
Terror. Ciencia ficción. Vampiros,"4,6",El deseo y la bestia ,1968
Documental. Política,"4,6",Indignados ,2012
Drama. Acción. Secuestros / Desapariciones,"4,6","Ardor, la justicia de los débiles ",2014
Thriller. Cine dentro del cine. Años 40,"4,6",Fundido a negro ,2006
Acción. Fantástico. Zombis,"4,6",Raw Force - Invasores de la Tumba de Jade ,1982
Terror. Ciencia ficción. Posesiones/Exorcismos. Sobrenatural,"4,6",El visitante del más allá ,1979
Documental. Cocina,"4,6",Slow Food Story ,2013
Terror. Ciencia ficción. Intriga. ,"4,6",La carrera de la muerte ,1970
Thriller. Terror. Supervivencia,"4,6",Blanco perfecto (Downrange) ,2017
Fantástico. Thriller. ,"4,6",Entre los sueños y la muerte (Nightmare Detective) ,2006
Terror. Slasher,"4,6",Pánico antes del amanecer ,1981
Acción. Thriller. África,"4,6",Los mercenarios de los diamantes ,1976
Drama. Deporte. Discapacidad. Patinaje sobre ruedas. Enfermedad,"4,6",Ruedas de fuego ,1950
Terror. Thriller. Animales. Osos,"4,6",Grizzly ,1976
Terror. Ciencia ficción. Thriller. ,"4,6",Combustión espontánea ,1990
Aventuras. Drama. Biográfico. Histórico. Años 1900 (circa). Años 1910-1919,"4,6",La reina del desierto ,2015
Drama. Infancia. Adolescencia,"4,6",Los chicos del puerto ,2013
Bélico. II Guerra Mundial,"4,6",El largo día del águila ,1969
Comedia. Música. Vida rural,"4,6",El pregón ,2016
Terror. Fantástico. Sobrenatural. Fantasmas. Secuela,"4,6",The Eye 2 ,2004
Comedia. Romance. Comedia romántica,"4,6",Abrígate ,2007
Drama. Biográfico. Pintura,"4,6",Klimt ,2006
Drama. ,"4,6",El oro del tiempo ,2013
Comedia. Terror. Comedia de terror. Vampiros,"4,6",Bloodsucking Bastards ,2015
Ciencia ficción. Acción. Telefilm,"4,6",La ciudad bajo el agua (TV),1971
Drama. Drama romántico,"4,6",Caballero y asesino ,2008
Romance. Drama romántico,"4,6",Eternité ,2016
Terror. Comedia. Comedia de terror,"4,6",La sombra de Lester ,1988
Comedia. Terror. Comedia de terror. Gore. Cine independiente USA,"4,6",El enterrador y sus colegas ,1966
Comedia. ,"4,6",El alma de las moscas ,2012
Drama. Romance. Drama romántico. Erótico,"4,6",El amante de Lady Chatterley ,1981
Animación. Infantil. Navidad. Secuela,"4,5",El aprendiz de Papá Noel y el copo de nieve mágico ,2013
Comedia. Romance. Comedia romántica. Secuela,"4,5",Mujeres contra hombres ,2011
Drama. Comedia. ,"4,5",Una mujer invisible ,2007
Aventuras. Acción. Siglo IX. Vikingos,"4,5",Northmen (Los Vikingos) ,2014
Romance. Comedia. Comedia romántica. Cocina,"4,5",Menú degustación ,2013
Romance. Drama. Drama romántico,"4,5",Amores locos ,2009
Acción. Artes marciales. Cómic. Buddy Film,"4,5",El monje ,2003
Drama. Erótico. Nazismo. Años 40,"4,5",Black Angel ,2002
Serie de TV. Animación. Aventuras. Comedia. Infantil. Piratas. Aventuras marinas,"4,5",Sandokán (Serie de TV),1992
Animación. Infantil. Animales. 3-D,"4,5",Rebelión en la isla ,2010
Terror. ,"4,5",El coleccionista de cadáveres ,1970
Thriller. Thriller psicológico,"4,5",El Infierno Bajo Tierra ,2009
Aventuras. Ciencia ficción. Monstruos,"4,5",En el corazón de la tierra ,1976
Documental. Religión,"4,5",Blow Horn ,2009
Comedia. Robos & Atracos. Basado en hechos reales. Años 1910-1919,"4,5",La banda Picasso ,2012
Comedia. Terror. Romance. Comedia de terror. Vampiros. Parodia,"4,5",Amor al primer mordisco ,1979
Comedia. ,"4,5",Dos frescos en órbita ,1962
Terror. Fantástico. Sobrenatural. Cine familiar. 3-D,"4,5",Miedos 3D ,2009
Thriller. Crimen,"4,5",Asesinos inocentes ,2015
Comedia. ,"4,5",Pensión completa ,2015
Intriga. Aventuras. II Guerra Mundial. Nazismo,"4,5","Hitler, vivo o muerto ",1942
Terror. Vampiros. Blaxploitation,"4,5",Drácula negro (Blacula) ,1972
Drama. Romance. Años 30. Drama romántico,"4,5",Pregúntale al viento ,2006
Comedia. Internet / Informática. Enseñanza. Colegios & Universidad,"4,5",Bendita ignorancia ,2017
Drama. Adolescencia. Drogas. Bolsa & Negocios. Historias cruzadas,"4,5",Jóvenes ,2004
Comedia. Drama. Comedia absurda,"4,5",La tumba de Bruce Lee ,2013
Drama. Romance. Erótico. Historias cruzadas,"4,5",Q (Desire) ,2011
Drama. ,"4,5",En sus manos ,2010
Intriga. Celos,"4,5",Irresistible ,2006
Aventuras. Comedia. Steampunk. Remake,"4,5",La vuelta al mundo en 80 días ,2004
Comedia. Fantástico. ,"4,5",Su majestad Minor ,2007
Ciencia ficción. Aventuras. Acción. Aventura espacial,"4,5",Rescate en Osiris ,2016
Terror. Comedia. Gore. Slasher. Serie B. Asesinos en serie,"4,5",El día de la madre ,1980
Terror. Slasher. Serie B. Gore,"4,5","Gomia, terror en el Mar Egeo ",1980
Drama. ,"4,5",El punto rojo ,2008
Terror. Fantasmas. Casas encantadas,"4,5",Los abandonados ,2006
Thriller. Años 50,"4,5",Continental ,1990
Animación. Comedia. Gatos. 3-D,"4,5",Don Gato y su Pandilla ,2011
Ciencia ficción. Serie B,"4,5",Batalla más allá del sol ,1959
Comedia. Fantástico. Superhéroes. Cómic,"4,5",Superlópez ,2018
Drama. Biográfico. Deporte. Boxeo,"4,5",El gancho fantasma ,2008
Drama. ,"4,5",La silla ,2006
Intriga. Fantástico. Terror. Thriller. Sobrenatural. Policíaco. Religión. Crimen,"4,5",La segunda muerte ,2012
Drama. ,"4,5","Al fin, el mar ",2003
Comedia. Comedia negra. Crimen,"4,5",The Gang of the Jotas ,2012
Drama. Telefilm,"4,5",El pasajero clandestino (TV),1995
Terror. Comedia. Comedia de terror,"4,5",Engendros ,2011
Thriller. Intriga. Drama. ,"4,5",Cargo ,2005
Animación. Aventuras. Fantástico. Infantil. Animales,"4,5",Franklin y el tesoro del lago ,2006
Western. Mediometraje,"4,5",El terror de Texas ,1935
Intriga. Thriller. ,"4,5",Mensajero de la muerte ,1988
Acción. Drama. Crimen. Remake,"4,5",Brick Mansions (La fortaleza) ,2014
Acción. Thriller. ,"4,5",La protectora ,2019
Drama. ,"4,4",La vida en rojo ,2008
Drama. Familia,"4,4",El mundo abandonado ,2015
Aventuras. Comedia. Ciclismo. Adolescencia,"4,4",Los bicivoladores ,1983
Terror. Thriller. Slasher,"4,4",Cortinas ,1982
Ciencia ficción. Terror. Zombis. Extraterrestres. Serie B. Película de culto,"4,4",Plan 9 del espacio exterior ,1959
Ciencia ficción. Acción. Manga. Live-Action,"4,4",Ataque a los Titanes ,2015
Terror. Sobrenatural. Posesiones/Exorcismos,"4,4",Poseído al nacer ,1975
Intriga. Thriller. Telefilm,"4,4",Clase del 76 (TV),2005
Drama. ,"4,4",La arteria invisible ,2015
Terror. Ciencia ficción. Monstruos. Extraterrestres,"4,4",Llegan sin avisar ,1980
Intriga. Terror. ,"4,4",Juego de niños ,2001
Intriga. ,"4,4",Cosa de brujas ,2003
Romance. Drama. Drama romántico. Homosexualidad,"4,4",Claire of the Moon ,1992
Drama. Homosexualidad. Religión,"4,4",Rock Haven ,2007
Intriga. Thriller. Drama. Vida rural. Crimen,"4,4",La granja ,2009
Fantástico. Mediometraje,"4,4",Perdidas en New York ,1989
Terror. Intriga. Ciencia ficción. Monstruos. Serie B,"4,4",La novia del monstruo ,1955
Thriller. Periodismo. Inmigración. Mafia,"4,4",Ilegal ,2003
Comedia. Deporte. Fútbol,"4,4",El penalti más largo del mundo ,2005
Drama. 3-D,"4,4",Los hermosos días de Aranjuez ,2016
Terror. Siglo XIX. Hombres lobo,"4,4","Romasanta, la caza de la bestia ",2004
Terror. Intriga. Siglo XIX,"4,4",Al borde de la locura ,1989
Terror. Thriller. Sobrenatural. Secuestros / Desapariciones,"4,4","Hellion, el ángel caído ",2007
